0.000000000000000000e+00,0.000000000000000000e+00
3.144737390980773678e-02,1.001001001001000992e-02
6.289474781961547356e-02,2.002002002002001985e-02
9.434212172942321728e-02,3.003003003003002977e-02
1.257894956392309471e-01,4.004004004004003969e-02
1.572368695490386770e-01,5.005005005005004615e-02
1.886842434588464346e-01,6.006006006006005954e-02
2.201316173686541644e-01,7.007007007007007293e-02
2.515789912784618942e-01,8.008008008008007939e-02
2.830263651882696241e-01,9.009009009009008584e-02
3.144737390980773539e-01,1.001001001001000923e-01
3.459211130078850838e-01,1.101101101101101126e-01
3.773684869176928691e-01,1.201201201201201191e-01
4.088158608275005990e-01,1.301301301301301394e-01
4.402632347373083288e-01,1.401401401401401459e-01
4.717106086471160586e-01,1.501501501501501523e-01
5.031579825569237885e-01,1.601601601601601588e-01
5.346053564667315738e-01,1.701701701701701652e-01
5.660527303765392482e-01,1.801801801801801717e-01
5.975001042863470335e-01,1.901901901901901781e-01
6.289474781961547079e-01,2.002002002002001846e-01
6.603948521059624932e-01,2.102102102102102188e-01
6.918422260157701675e-01,2.202202202202202252e-01
7.232895999255779529e-01,2.302302302302302317e-01
7.547369738353857382e-01,2.402402402402402382e-01
7.861843477451934126e-01,2.502502502502502724e-01
8.176317216550011979e-01,2.602602602602602788e-01
8.490790955648088723e-01,2.702702702702702853e-01
8.805264694746166576e-01,2.802802802802802917e-01
9.119738433844243319e-01,2.902902902902902982e-01
9.434212172942321173e-01,3.003003003003003046e-01
9.748685912040397916e-01,3.103103103103103111e-01
1.006315965113847577e+00,3.203203203203203175e-01
1.037763339023655362e+00,3.303303303303303240e-01
1.069210712933463148e+00,3.403403403403403304e-01
1.100658086843270711e+00,3.503503503503503369e-01
1.132105460753078496e+00,3.603603603603603434e-01
1.163552834662886282e+00,3.703703703703703498e-01
1.195000208572694067e+00,3.803803803803803563e-01
1.226447582482501630e+00,3.903903903903903627e-01
1.257894956392309416e+00,4.004004004004003692e-01
1.289342330302117201e+00,4.104104104104104311e-01
1.320789704211924986e+00,4.204204204204204376e-01
1.352237078121732772e+00,4.304304304304304440e-01
1.383684452031540335e+00,4.404404404404404505e-01
1.415131825941348120e+00,4.504504504504504570e-01
1.446579199851155906e+00,4.604604604604604634e-01
1.478026573760963691e+00,4.704704704704704699e-01
1.509473947670771476e+00,4.804804804804804763e-01
1.540921321580579040e+00,4.904904904904904828e-01
1.572368695490386825e+00,5.005005005005005447e-01
1.603816069400194610e+00,5.105105105105105512e-01
1.635263443310002396e+00,5.205205205205205576e-01
1.666710817219809959e+00,5.305305305305305641e-01
1.698158191129617745e+00,5.405405405405405705e-01
1.729605565039425530e+00,5.505505505505505770e-01
1.761052938949233315e+00,5.605605605605605835e-01
1.792500312859041101e+00,5.705705705705705899e-01
1.823947686768848664e+00,5.805805805805805964e-01
1.855395060678656449e+00,5.905905905905906028e-01
1.886842434588464235e+00,6.006006006006006093e-01
1.918289808498272020e+00,6.106106106106106157e-01
1.949737182408079583e+00,6.206206206206206222e-01
1.981184556317887369e+00,6.306306306306306286e-01
2.012631930227695154e+00,6.406406406406406351e-01
2.044079304137502717e+00,6.506506506506506415e-01
2.075526678047310725e+00,6.606606606606606480e-01
2.106974051957118288e+00,6.706706706706706544e-01
2.138421425866926295e+00,6.806806806806806609e-01
2.169868799776733859e+00,6.906906906906906674e-01
2.201316173686541422e+00,7.007007007007006738e-01
2.232763547596349429e+00,7.107107107107106803e-01
2.264210921506156993e+00,7.207207207207206867e-01
2.295658295415965000e+00,7.307307307307306932e-01
2.327105669325772563e+00,7.407407407407406996e-01
2.358553043235580127e+00,7.507507507507507061e-01
2.390000417145388134e+00,7.607607607607607125e-01
2.421447791055195697e+00,7.707707707707707190e-01
2.452895164965003261e+00,7.807807807807807254e-01
2.484342538874811268e+00,7.907907907907907319e-01
2.515789912784618831e+00,8.008008008008007383e-01
2.547237286694426839e+00,8.108108108108108558e-01
2.578684660604234402e+00,8.208208208208208623e-01
2.610132034514041965e+00,8.308308308308308687e-01
2.641579408423849973e+00,8.408408408408408752e-01
2.673026782333657536e+00,8.508508508508508816e-01
2.704474156243465544e+00,8.608608608608608881e-01
2.735921530153273107e+00,8.708708708708708945e-01
2.767368904063080670e+00,8.808808808808809010e-01
2.798816277972888678e+00,8.908908908908909074e-01
2.830263651882696241e+00,9.009009009009009139e-01
2.861711025792504248e+00,9.109109109109109204e-01
2.893158399702311812e+00,9.209209209209209268e-01
2.924605773612119375e+00,9.309309309309309333e-01
2.956053147521927382e+00,9.409409409409409397e-01
2.987500521431734946e+00,9.509509509509509462e-01
3.018947895341542953e+00,9.609609609609609526e-01
3.050395269251350516e+00,9.709709709709709591e-01
3.081842643161158080e+00,9.809809809809809655e-01
3.113290017070966087e+00,9.909909909909909720e-01
3.144737390980773650e+00,1.001001001001001089e+00
3.176184764890581214e+00,1.011011011011011096e+00
3.207632138800389221e+00,1.021021021021021102e+00
3.239079512710196784e+00,1.031031031031031109e+00
3.270526886620004792e+00,1.041041041041041115e+00
3.301974260529812355e+00,1.051051051051051122e+00
3.333421634439619918e+00,1.061061061061061128e+00
3.364869008349427926e+00,1.071071071071071135e+00
3.396316382259235489e+00,1.081081081081081141e+00
3.427763756169043496e+00,1.091091091091091148e+00
3.459211130078851060e+00,1.101101101101101154e+00
3.490658503988658623e+00,1.111111111111111160e+00
3.522105877898466630e+00,1.121121121121121167e+00
3.553553251808274194e+00,1.131131131131131173e+00
3.585000625718082201e+00,1.141141141141141180e+00
3.616447999627889764e+00,1.151151151151151186e+00
3.647895373537697328e+00,1.161161161161161193e+00
3.679342747447505335e+00,1.171171171171171199e+00
3.710790121357312898e+00,1.181181181181181206e+00
3.742237495267120462e+00,1.191191191191191212e+00
3.773684869176928469e+00,1.201201201201201219e+00
3.805132243086736032e+00,1.211211211211211225e+00
3.836579616996544040e+00,1.221221221221221231e+00
3.868026990906351603e+00,1.231231231231231238e+00
3.899474364816159166e+00,1.241241241241241244e+00
3.930921738725967174e+00,1.251251251251251251e+00
3.962369112635774737e+00,1.261261261261261257e+00
3.993816486545582745e+00,1.271271271271271264e+00
4.025263860455390308e+00,1.281281281281281270e+00
4.056711234365198315e+00,1.291291291291291277e+00
4.088158608275005435e+00,1.301301301301301283e+00
4.119605982184813442e+00,1.311311311311311290e+00
4.151053356094621449e+00,1.321321321321321296e+00
4.182500730004428569e+00,1.331331331331331302e+00
4.213948103914236576e+00,1.341341341341341309e+00
4.245395477824044583e+00,1.351351351351351315e+00
4.276842851733852591e+00,1.361361361361361322e+00
